id,type,text1,text2,text3,notes
magellan_electromissile_single,WEAPON,"A compact single-rack launcher for Strikefire MRMs, holding two rounds in an armored feed.",Close Support,,
magellan_strikefire_tube,WEAPON,"A launch tube for Strikefire MRMs, holding six rounds in a compact internal magazine.",Close Support,,
magellan_fuelrod_gun,WEAPON,"""""The line between field innovation and reckless disregard for crew safety isn't always clear—but I think we can all agree which side of that line this monstrosity falls on.""""",- Fleet War College Research Report on Improvised Weaponry,,
magellan_fuelscatter_flak,WEAPON,"""""Oh good. So you made a weapon so volatile that everything in the vicinity of the bore catches chunks of radioactive shrapnel? Slow clap, everybody. This lab's got a rising star!""""",- Fleet War College Verbal Addendum,,
magellan_herdlaser,WEAPON,"""""...at this point I ceased argument with the Herdmaster, and shot him in the stomach.""""","- After-Action Report, Karic System Blackcollar Detachment",,
magellan_herdlaser_marauder,WEAPON,"An overcharged High Intensity Cutting Laser tuned for strikecraft gun runs, projecting a 900-range focused thermal beam to shear through heavy armor plates.",Strike,,
magellan_laservulcan,WEAPON,"""""...the ancients were not bound by the same technological limitations as we are today—although it's clear they shared some of our design concepts.""""",- Engineering Mate's Log,,
magellan_ioncharge,WEAPON,"""""...so, you're not a fan of fireworks, then? Judging by the jumping, the screaming, and the way you slapped me, anyway.""""",- Overheard during Landing Day celebrations on Turan,,
magellan_silverdart,WEAPON,"""""...I have no idea what that fancy shell jacket is doing, but every time it hits something conductive, things get real ugly real fast.""""","- Iapetus McCollum, 'Unknown Munitions' holoshow",,
magellan_medautocannon,WEAPON,"""""This weapon really ought to be in a museum somewhere—from the look of it, it dates back to manufacturing patterns that originated on Old Earth itself...""""","- Iapetus McCollum, 'Unknown Munitions' holoshow",,
magellan_radflamer,WEAPON,"""""Bring your Geiger counter and thaw some steaks—it's barbecue time, boys!""""",- Herdmaster Duvo 'Pitman' Tohad,,
magellan_radflamer_med,WEAPON,"""""Bring your Geiger counter and thaw some steaks—it's barbecue time, boys!""""",- Herdmaster Duvo 'Pitman' Tohad,,
magellan_radmissile_launcher,WEAPON,"A medium missile launcher firing Glowfire MRMs. Each warhead delivers an initial energy blast followed by lingering corrosive radiation that inflicts additional damage over time, mitigated by target armor.",General,,
magellan_radmissile_builtin,WEAPON,"A heavy cruiser-integrated missile array firing Glowtide SRMs in broad saturation spreads. Inflicts severe initial damage followed by corrosive radiation over time, mitigated by armor.",General,,
magellan_cruiserradmissile_builtin,WEAPON,"A heavy cruiser-integrated missile array firing Glowtide SRMs in broad saturation spreads. Inflicts severe initial damage followed by corrosive radiation over time, mitigated by armor.",General,,
magellan_radmissile_marauder,WEAPON,"A specialized launcher firing Glowfire MRMs with armor-stripping warheads that inflict corrosive energy damage over time, mitigated by target armor.",General,,
magellan_stunfire_rack,WEAPON,"""""There's a time and a place for subtlety, but there's never a bad time to throw something loud, explosive, and fast, right at the other guy's faceplate.""""",- Breaching Tactics: A Small Unit Handbook,,
magellan_stunfire_tube,WEAPON,An integrated missile tube that steadily fabricates and launches tandem shaped-charge Stunfire rockets to punch through heavy armor plating.,Strike,,
magellan_stunfire_ftr,WEAPON,A simple rack holding three Stunfire anti-armor rockets.,Strike,,
magellan_stunfire_rack_ftr,WEAPON,A dual rack of Stunfire rocket grenades fired in pairs to crack armor during attack runs.,Strike,,
magellan_multipdnode,WEAPON,A flush-mounted micro-lens array projecting rapid pulsed energy beams dedicated to vaporizing incoming missile salvos and kinetic projectiles.,Point Defense,,
magellan_supersolenoid,WEAPON,"""""That's a big old gun—bet you can hear the switches go 'clunk' when it fires. Ludd knows how bad it'll stress the flux frame, but looks even meaner than a Gauss Cannon if you're on the business end.""""",- Engineering Assessment,,
magellan_supersolenoid_sm,WEAPON,"""""Only way something that small can throw a slug that fast is the integrated mount; try putting that on a modular fitting and it'll rip itself loose in a couple of shots.""""",- Engineering Assessment,,
magellan_targetingbeam,WEAPON,A low-powered optical and sensor illumination beam designed to paint target hulls and improve telemetry for allied gunners.,Point Defense,,
magellan_bonegrinder,WEAPON,"""""There's violent, there's crude, and there's heaps of fun. In this business, you get the glorious privilege to fire weapons that are all three at once, with whipped cream and a big red cherry on top.""""","- Iapetus McCollum, 'Unknown Munitions' holoshow",,
magellan_bonegrinder_hvy,WEAPON,"""""...I'm not totally sure what just happened there, but it was really loud, and I don't see the target anymore, so I guess it worked!""""","- Iapetus McCollum, 'Unknown Munitions' holoshow",,
magellan_largeciws,WEAPON,A quad mounting of the Flenser CIWS system capable of laying down a continuous wall of explosive ordnance to eliminate missile swarms and shred light armor.,Point Defense,,
magellan_heavylance,WEAPON,"An ancient particle lance developed before modern shield technology became widespread, dealing devastating damage to exposed armor and bare hull.",General,,
magellan_heavylance_builtin,WEAPON,"""""How much armor had to be removed to install these? And they use how much power? For what they're worth, these lances had better blow gaping holes through both sides of a war drone.""""","- Reconstructed Audio Log, Presumed Captain Canady",,
magellan_electroncatapult,WEAPON,"""""The eggheads insist the weapons on this ship are state-of-the-art, bleeding-edge technology, and while that may be true, I can tell you with assurity that an actual engineer hasn't been within a lightyear of these things.""""","- Reconstructed Audio Log, Presumed Captain Canady",,
magellan_gamma_lance,WEAPON,"""""A flux-hungry goblin of a weapon, but I'll be damned if it ain't effective. Now though, this gives me an idea or two...""""",- Herdmaster Rico 'Brisket' Warrik on Review,,
magellan_shortfire_marauder,WEAPON,"""""...what d'ya mean, I can't just yank the first stage off? You keep looking at me funny, I'll strap you to the first one I test!""""",- Audio Log on Weapons Development,,
magellan_fuelpelletshotgun_ftr,WEAPON,A compact and terrifying shotgun flinging a dense cloud of spent radioactive fuel pellets to shred armor at point-blank range.,Close Assault,,
magellan_medciws_marauder,WEAPON,"""""I know the Herdmaster is a demanding man, but if you keep askin' me for 'demonstrations', I'll have to give you one from the business end of this piece.""""",- Tai Cor-Lan to the Herdmaster's Majordomo,,
magellan_sniperautogun_marauder,WEAPON,"""""The design is solid as a bulkhead, and just as reliable too. But it's provin' annoyingly difficult to modularize...""""",- Progress Report to the Herdmaster,,
magellan_flakpod_marauder,WEAPON,"""""The Herdmaster's gettin' impatient, lad. He'll only tolerate yer side projects for so long before ya have to put somethin' on his table.""""",- Unread Audio Message,,
magellan_bonesaw_marauder,WEAPON,"Firing rapid bursts of semi-molten flechettes, the Boneknocker autogun delivers intense short-range damage to exposed hull structures.",General,,
magellan_rendfiresrm_marauder,WEAPON,"Launches a salvo of two fast, short-range missiles with specialized anti-armor warheads.",Strike,,
magellan_bonecrusher_marauder,WEAPON,"""""And here I was thinking the Bonecrusher was already powerful enough. Fully automatic, you say?""""",- Comment by Herdmaster Rico 'Brisket' Warrik,,
magellan_burstjets_ftr,SHIP_SYSTEM,Supercharges maneuvering thrusters to provide a sharp burst of acceleration and turn rate.,Movement,Supercharges maneuvering thrusters to provide a sharp burst of acceleration and turn rate.,
magellan_burstjets,SHIP_SYSTEM,Supercharges maneuvering thrusters to provide a sharp burst of acceleration and turn rate.,Movement,Supercharges maneuvering thrusters to provide a sharp burst of acceleration and turn rate.,
magellan_burndrive,SHIP_SYSTEM,"Temporarily engages a primary burn on the ship's sub-light propulsion drive, granting a massive forward speed boost at the expense of shield activation.",Movement,"Temporarily engages a primary burn on the ship's sub-light propulsion drive, granting a massive forward speed boost at the expense of shield activation. Heavy collisions risk an engine flameout.",
magellan_flakpods,SHIP_SYSTEM,Discharges a radial storm of proximity-fused flak canisters around the hull to swat down incoming missile swarms.,Defensive,"Fires a radial barrage of proximity-fused flak canisters around the ship. Each canister deals 150 High Explosive damage in an area, targeted to avoid friendly fire.",150 High Explosive
magellan_microburn,SHIP_SYSTEM,Provides a brief burst of forward propulsion by supercharging thruster feeds.,Movement,Provides a brief burst of extra speed and maneuverability by supercharging thruster feeds.,
magellan_microburn_capital,SHIP_SYSTEM,Overdrives the massive thruster manifolds of capital ships for a sudden surge in forward momentum.,Movement,Overdrives the massive thruster manifolds of capital ships for a sudden surge in forward momentum.,
magellan_drone_strike,SHIP_SYSTEM,Commands an escort missile drone to target an enemy and deliver an explosive kinetic strike on impact.,Offensive,"Commands a missile drone to accelerate toward a designated target, detonating for 600 High Explosive damage on impact.",600 High Explosive
magellan_ammofeed,SHIP_SYSTEM,"Overclocks ballistic autoloaders and magnetic feed lines, dramatically increasing ballistic fire rate and projectile speed.",Offensive,"Overclocks ballistic autoloaders and magnetic feed lines, dramatically increasing fire rate, range, and projectile speed for all ballistic weapons.",
magellan_targdrones,SHIP_SYSTEM,"Deploys a pair of targeting drones that provide enhanced telemetry, weapon range, and recoil compensation, each armed with a point-defense maser.",Drones (midline),Deploys a pair of targeting drones that improve weapon and sensor range while providing point-defense maser screening.,
magellan_targdrones_lev,SHIP_SYSTEM,Deploys insurgent targeting drones that improve gunnery telemetry and provide point-defense support with miniature electron bolters.,Drones (high tech),Deploys a pair of drones that improve weapon range and accuracy while screening with miniature electron bolters.,
magellan_targdrone_tmc,SHIP_SYSTEM,Deploys a commercial targeting drone providing enhanced sensor range and armed with a defensive electron bolter.,Drones (high tech),Deploys a targeting drone that improves weapon range and accuracy while providing defensive fire.,
magellan_smokelayer,SHIP_SYSTEM,Deploys a barrage of dense smoke and chaff pods to disrupt missile tracking and obscure enemy sensors.,Defensive,Deploys a barrage of smoke and chaff canisters to confuse missile guidance and obscure sensors. Holds three charges.,
magellan_smokelayer_bad,SHIP_SYSTEM,Deploys a field of smoke and chaff canisters to disrupt missile locks.,Defensive,Deploys a field of smoke and chaff canisters to disrupt missile locks. Holds two charges.,
magellan_smokelayer_def,SHIP_SYSTEM,Deploys a protective cloud of smoke and chaff to defeat incoming guided munitions.,Defensive,Deploys a protective cloud of smoke and chaff to defeat incoming guided munitions.,
magellan_ionchargelayer,SHIP_SYSTEM,Disperses a field of electron charges that scramble sensors and confuse incoming guided missiles.,Defensive,Disperses a field of electron charges that scramble sensors and confuse incoming guided missiles.,
magellan_fightercom,SHIP_SYSTEM,"Broadcasts real-time battle-grid telemetry to active strike wings, boosting fighter damage, speed, and defensive coordination.",Fighter,"Sends real-time combat data to carrier strike wings, temporarily boosting their weapon damage, speed, and defensive reflexes.",
magellan_drone_strike_leveller,SHIP_SYSTEM,"Supercharges a Swarmfighter drone with high-energy flux, sending it to detonate against a target for massive explosive damage.",Offensive,Supercharges a Swarmfighter drone and sends it after a target. Deals 500 High Explosive damage plus 500 Fragmentation damage on impact.,500 High Explosive | 500 Fragmentation
magellan_anomalous_overdrive,SHIP_SYSTEM,"Diverts reactor power to weapon autoloaders and energy capacitors, dramatically boosting fire rate and damage at the expense of mobility.",Offensive,"Diverts reactor output to ammunition feed lines and capacitors, boosting ballistic fire rate and energy damage while reducing speed and agility. Prolonged overuse causes a full overload.",
magellan_anomalous_flakpods,SHIP_SYSTEM,Fires a radial barrage of proximity-fused flak canisters to eliminate surrounding threats.,Defensive,Fires a radial barrage of flak canisters with variable-timed proximity fuses. Each canister deals 150 High Explosive damage.,150 High Explosive
magellan_flakpods_ftr,SHIP_SYSTEM,Deploys proximity-fused flak canisters to screen strike craft from counter-missile fire.,Defensive,"Deploys proximity-fused flak canisters around the strike craft, each dealing 150 High Explosive damage in an area.",150 High Explosive
planet_annore,CUSTOM,"A jewel-like ocean world, home to the ruling aristocracy of the Magellan Protectorate. Enormous, semi-mobile platforms support glorious arcology-estates drifting lazily over brilliant azure waters, guarded by orbital defense grids.",,"A shining blue marble around Magella's orange vastness, Annore is a world at once beautiful and forbidding; the spires of her ethereal ocean estates gleam bright, almost obscuring the long, questing muzzles of STO rocket-gun batteries that interrogate the heavens for outsider mischief. The good life is on display here; a rich, aristocratic tradition of plenty and sophistication by Sector standards. Mute personal servants and whimsical automatons scamper after every citizen's whim and fancy, and high technology invisibly secures a vast array of privileges for those honored to call themselves Citizens of Annore. The Protectorate's ruling class forms yet another tier of rarefied aristocratic power and status, above even the citizenry of this hermetic paradise.",
station_annoreorbital,CUSTOM,A bustling commercial starport and government convocation hub serving the aristocratic paradise of Annore below.,,"A combination of commercial starport and vast government structure, Annore Orbital is home to the twice-yearly Convocation, in which the leading families of Annore gather to divide the material spoils of a brutally pointed social pyramid. The bacchanal atmosphere suffuses the station the rest of the year round; a 'trip upstairs', as the locals call it, is almost always an occasion for debauchery and dissipated excess.",
planet_jeshad,CUSTOM,A parched desert planet whose polar hive-cities provide the manpower and industrial muscle that keeps the Magellan Protectorate functioning.,,"A desperately dry, overpopulated world, Jeshad is the manpower reserve that keeps the Magellan state afloat; recruits for the Fleet and the Protector's Army are levied on Jeshad, offering pay and benefits that seem munificent to the inhabitants of the crowded, parched hive-cities that ring the cooler poles. Nomadic raiders travel the great equatorial deserts, raiding outlying settlements and skirmishing with one another using everything from primitive chemical firearms to surprisingly modern energy weaponry. Each clan hews to no law but their own in the fleets of armored rovers they call home, while their punctiliousness in matters of honor and cut-throat competition for resources have made them both highly fractious and highly skilled. Attempts to recruit the desert nomads for the Fleet have been a mixed success; some of the greatest Magellan heroes and worst mutineers have hailed from the deep deserts of Jeshad.",
planet_magella,CUSTOM,"A massive gas giant whose vibrant bands light up the night sky of Khamn, heavily harvested for volatile fuels by hardy gas-skimmer crews.",,"Majestic and hazardous in equal measure, Magella is intensively mined for volatiles by a small flotilla of independent gas harvesters; every now and then, one of the ill-maintained, scrappy craft will plummet into the roiling cloudbanks in a shower of light and screaming metal.",
planet_pariya,CUSTOM,"A barren, cratered world hosting the massive antimatter fuel production refineries of the Tichel Mercantile Concern.",,"Pariya's spaceport is constantly crowded by a flock of small, ramshackle mining craft from nearby Magella, who are forced to dock here and sell their meager cache of volatiles to the sole authorized buyer in the Protectorate. Yet this inter-system trade is a mere sideshow to the steady imports arriving from further afield, a trade likewise dominated entirely by the Tichel Mercantile Concern.

The rugged, spartan fuel production bases and outlying security outposts on Pariya's surface look and feel far more like a military outpost than a commercial endeavor; armed guards in the gray and gold uniform of the Tichel Yellowtails are everywhere, ready to harass workers and independent spacers alike with obnoxious eagerness.",
planet_turan,CUSTOM,A temperate desert world home to thriving heavy manufacturing complexes and dissident agricultural domes.,,"Unlike the vastly less hospitable colony of Valca, the rift valleys and deeper craters of Turan are shirt-sleeve habitable by human beings, albeit with breath masks for anything longer than a quick hike. A competitive industrial sector and hardy farming domes ensure that the planetary government is merely subservient to the Magellan governing structure that dominates local space; interference in local affairs is rare, and the smarter locals work to keep it that way.",
station_turanstarport,CUSTOM,A fortified orbital customs station sustaining the planetary defense grid of Turan.,,"This small port is vastly overshadowed by Meetpoint Turan, and spacers avoid docking here if possible in favor of the larger, more favorable free station in higher orbit.",
planet_valca,CUSTOM,"A frozen tundra world rich in volatile gases, colonized under harsh conditions and serving as a cradle for worker discontent.",,"A frozen world with rich deposits of volatiles, Valca was colonized to supply the Fleet's new fuel production facilities and just as quickly became a hotbed of dissent; the solution was to declare the planet nominally independent, and lock the new government into a highly favorable contract for volatile supply. Port controls and the station in orbit keep trouble that brews on the surface contained there, while poverty and the harsh surface conditions impose their own kind of order on any exiles looking to return home at the head of a revolution.",
station_valcabastion,CUSTOM,"A massive military fortress orbiting Valca, maintaining strict surveillance over the volatile extraction facilities and turbulent local population.",,"A veritable sword of Damocles hanging over the planet below, Valca Bastion stands ready to intervene at a moment's notice if the supply of volatiles to Pariya should ever come under serious threat. The garrison here is well-paid, but has relatively few options for off-shift activities; predictably, there's a thriving culture of heavy binge-drinking and petty violence in addition to the usual run of officially-sanctioned leisure.",
station_meetpoint,CUSTOM,"An obsolete starport converted into a free-trade bazaar, headquarters for independent merchant guilds and privateers operating outside Fleet jurisdiction.",,"While Magellan space could hardly be called a commercial paradise, what trade in the local volume of space that can be called independent is headquartered here—a ramshackle, swapmeet-freeport where every ship's deck is a law unto itself and no sensible spacer gets between two crews with a grudge. Captains who dock here are notorious for accepting little to no restraint on their trade, their movements, and their much-touted customary rights to refuse inspection, declaration, or taxation on their cargoes. Many are little better than pirates, given half an opportunity and a halfway-plausible letter of marque or 'militia' licensure, and much of the trade that goes through here is as much about goods fenced as goods exchanged.",
planet_driftersrest,CUSTOM,A barren planetoid sheltering a fortified swapmeet and illicit black market beneath thick layers of armored regolith.,,"Almost nothing about this planetesimal is in any way remarkable; it's purely interesting due to the dug-in pirate base that sits under thick layers of compacted regolith and metalloceramic armor. In spite, rather than because, of this excessive dedication to protection, the locals are more paranoid than usual; fears of a strike on unprotected domes by the Fleet or a local militia are supplanted or augmented by fears of internal power struggles to control a desirable base of operations.",
planet_spera,CUSTOM,"A bleak, abandoned penal rock once used by the Fleet to detain dangerous political dissidents before falling to open revolt.",,"The base here was mainly constructed of pressurized fabric anti-rad domes, supported by flexible aluminum girders; little of either survived the revolt. A few twisted scraps of metal and desiccated plasticloth are all that remain near the sputtering landing beacon.",
magellan_fleet_sporeship,CUSTOM,"A massive ancient sporeship hull from the original exile fleet, fortified into the sovereign military stronghold and staging base of the Blackcollar Regiment.",,"The ancient sporeship hulk known as Crucible Base has been retrofitted by the Blackcollar Regiment into a formidable orbital fortress and logistics hub. While part of the vessel remains consecrated as a solemn memorial tomb to generations of fallen soldiers, its gargantuan interior bays now house active munitions foundries, heavy staging docks, and elite shock-trooper barracks. Spacers and licensed privateers permitted to dock here will find a well-supplied arms market offering upgraded warships, experimental weaponry, and combat LPCs rarely sanctioned for the civilian fleet.",
magellan_levellerbase,CUSTOM,"A hidden redoubt, command post, and shipyard of the Leveller underground nestled deep within the electromagnetic turbulence of the Rose Nebula.",,"Once thought to be an abandoned casualty of the first Leveller Uprising, Rosebriar Station has been secretly revitalized and expanded into the Leveller movement's primary sanctuary and operations hub. Hidden beneath the dense plasma sheets and dust storms of the Rose Nebula, the station houses weapon modification workshops, clandestine printing suites, and refit berths for turncoat warships. While the central memorial hall preserves the sacred memories of past revolutions, the station's concourses hum with revolutionary fervor, barter trade, and insurgent logistics.",
planet_acrid,CUSTOM,"A storm-scoured toxic world housing the industrial heart of the Herd, where outlaw refineries and illicit ship-breaking yards operate under caustic skies.",,"Acrid is a harsh, poison-soaked world whose dense acidic atmosphere and violent chemical storms would deter any lawful enterprise. For the Herd, however, its deep volcanic craters and abundant heavy ores provide the ideal secluded cradle for illicit manufacturing. Massive geothermal smelters and scrap foundries churn day and night, producing crude armor plating, high-explosive ordnance, and makeshift strikecraft to fuel the raider fleets that terrorize the surrounding systems.",
planet_scorched,CUSTOM,An intensely irradiated desert world whose subterranean complexes and canyon redoubts serve as the primary fleet bastion and command lair of the Herd.,,"Blistered by relentless solar radiation and geothermal heat, the surface of Scorched is lethal to unprotected life. Beneath its jagged obsidian canyons and basalt shields, however, lies an extensive warren of blast-hardened subterranean bunkers and drydocks. From this fortified lair, Herd warlords coordinate deep-space ambushes and maintain heavily modified combat vessels, protected from orbital surveillance by thick layers of lead-rich regolith.",
planet_desolation,CUSTOM,"A frozen, airless rock at the edge of Dunerunner's Rest, functioning as a forward listening post, missile depot, and raider staging facility for the Herd.",,"Cold, desolate, and heavily pitted by ancient meteor impacts, Desolation sits in silent vigil on the outer rim of Dunerunner's Rest. Its subsurface silos hold stockpiles of volatile munitions, auxiliary fuel reserves, and automated defense batteries. Fast attack flotillas and scavenger wolfpacks frequently stage from Desolation's subterranean docking bays before launching lightning raids into the Core Systems.",
planet_calicheman,CUSTOM,"A rugged frontier world of vast steppe ranches and outlaw syndicates, thriving as an anarchic freeport where any spacer is welcome.",,"Too poor and too marginal to justify the returns, Calicheman has never been worth bringing under any kind of central control; neither the Magellan Protectorate nor any organized independent government or corporation can profitably control the planet, and so far none have been unwise enough to try. This suits the prickly locals just fine; few enough of them care about the wider galaxy unless it has something to trade for hides and jerky.",
station_junkyardstarport,CUSTOM,A sprawling scrapyard fortress refitted as the headquarters for salvage syndicates and black-market arms dealers at Ghammol Station.,,"Already marginal when the easy pickings of the local belt were exhausted, this once-promising mining facility in the inner system fell to a revolt and was swiftly abandoned to its fate by a Fleet that had no need of the meager trickle of resources it was by then bringing in. In a brief fit of high-minded moralism, it was renamed Ghammol Station after an outback town razed by the Blackcollars during the first Leveller Uprising.",
station_obilotbase,CUSTOM,"A notorious pirate haven and shadow port established within an abandoned Fleet early-warning station, home to contraband syndicates and revolutionaries.",,"Every society has an underbelly, and Magellan society has more than most; Port Obilo's ramshackle concourses house everything from the most incorrigible career criminals to naive Leveller revolutionaries. All the inhabitants really have in common is their inability to make lives for themselves on either Annore or Jeshad, and fights are common, but they're in agreement on one point; the station batteries and minefields that keep the Fleet at bay must be maintained, whatever the cost.",
magellan_distressbeacon,CUSTOM,"An ancient emergency distress beacon automatically deployed from an early-generation colonial vessel, possessing an ultra-reliable solid-state power cell built to transmit across millennia.",,An ancient automated distress transponder whose signal has pulsed through the vacuum for centuries. Astute commanders will often find valuable relic salvage and abandoned cargo pods in close proximity.,
magellan_wreck_supplybarge,CUSTOM,"An automated supply barge from the original Magellan exile fleet, battered by centuries of interstellar micro-meteorites and cosmic radiation.",,"Hundreds of these automated logistics barges accompanied the exile fleet across the void to deliver critical replacement parts and sustenance. Though battered and unresponsive, salvage crews can still extract valuable pre-Collapse alloys and machine tooling from their hulls.",
magellan_wreck_colonyship,CUSTOM,"A colossal Alcubierre-drive sleeper colony ship from the dawn of the Magellan migration, built with multi-redundant hull framing and primitive autofactories.",,"Triply- and quadruply-redundant in all major systems and built to withstand centuries of continuous sub-light drift, these massive colony ships brought the Magellan exiles across the interstellar void. This weathered hulk preserves dormant technologies and manufacturing schematics from an era before the Collapse.",
magellan_wreck_mothership,CUSTOM,"A legendary flagship hulk from the original exile fleet, protected by massive composite armor plates and housing cavernous relic fabrication bays.",,"One of the grand colonial motherships that spearheaded the great exodus from the Domain. These colossal vessels possessed self-contained industrial infrastructure to birth new civilizations in the void. Though battered by centuries of exposure, deep exploration of its interior bays can yield forgotten schematics and relic technologies.",
magellan_protectorate,FACTION,"A militaristic, caste-bound society founded by an STL refugee fleet fleeing a distant Domain suppression campaign prior to the formal colonization of the Persean Sector. Trapped for generations in heavily armored sporeships, the exiles developed a rigid social hierarchy, a fiercely inward-looking culture, and an unwavering commitment to self-reliance. Guided by the High Protector and fortified by a unique technological lineage of rugged ballistics and microwave masers, the Magellan Protectorate stands as an unyielding bulwark against external encroachment.",,,
magellan_theherd,FACTION,"A ferocious, radioactive pirate coalition originating from the untamed steppes of Calicheman. Operating heavily modified, scrap-plated warships armed with gamma torches and explosive flechettes, the Herd preys upon trade routes across the Khamn cluster with unbridled aggression and savage cunning.",,,
magellan_leveller,FACTION,"A radical egalitarian revolutionary movement fighting to abolish the Protectorate's rigid caste system and aristocratic privileges. Operating from hidden sanctuaries like Rosebriar Station, the Levellers utilize automated drone networks, converted freighters, and asymmetric guerrilla tactics to wage an unrelenting war for total social liberation.",,,
magellan_blackcollar,FACTION,"The premier shock marine regiment and heavy assault vanguard of the Magellan Protectorate. Operating from the fortified spore-fortress of Crucible Base, the Blackcollars field hardened, heavily armored warships with integrated assault bays, spearheading high-risk planetary breaches and orbital suppression operations.",,,
magellan_yellowtail,FACTION,"The armed privateering, escort, and security arm of the Tichel Mercantile Concern. Based out of the massive antimatter refineries on Pariya, the Yellowtails deploy fast blockade runners, heavily armed freighters, and precision beam escorts to aggressively protect corporate monopolies across the sector.",,,
magellan_startigers,FACTION,"The elite royal aerospace guard tasked with the defense of Annore and high-value orbital infrastructure. Piloting high-performance interceptors, upgraded strike corvettes, and agile carrier wings, the Skytigers maintain absolute space superiority over the Protectorate's core worlds.",,,
magellan_ancientstarfarer,FACTION,"Direct descendants of the original voidfarers and sleeper crews who piloted the exile fleet from the Domain. Operating from self-contained dome complexes on Turan, they safeguard archaic survey technologies, ancestral navigation charts, and ancient colonial traditions.",,,
magellan_civviescavs,FACTION,"Independent asteroid miners, wreck-breakers, and civilian salvage crews operating across the debris fields of the Khamn cluster, trading raw ores and reclaimed components with any port offering fair exchange.",,,
magellan_derelict,FACTION,"Centuries-old automated defense automata and emergency AI cores still guarding the drifting hulks of the original Magellan exile fleet. Programmed to defend their ancestral wrecks against all intruders, they operate with cold, unwavering precision.",,,
magellan_independentmkt,FACTION,"Free merchants, independent spacers, and guild captains operating outside the direct command of the High Protector, headquartered at Meetpoint Turan where the Guild of Free Traders ensures open commerce across the frontier.",,,
